Sector,Price,Built Up Area,Bedroom,Bathroom,Balcony,Others,Pooja Room,Servant Room,Store Room,Study Room,Floor Num,Total Floor,Facing_North,Facing_North-East,Facing_North-West,Facing_South,Facing_South-East,Facing_South-West,Facing_Unknown,Facing_West,Property Age,Overlooking_Club,Overlooking_Lake facing,Overlooking_Main Road,Overlooking_Others,Overlooking_Park,Overlooking_Pool,NearbyPlace_Business,NearbyPlace_Education,NearbyPlace_Financial,NearbyPlace_Healthcare,NearbyPlace_Leisure,NearbyPlace_Religious,NearbyPlace_Residentail,NearbyPlace_Shopping,NearbyPlace_Transport,Property Ownership,Furnishing,Power Backup,Covered_Parking,Open_Parking,Total Parking,Rating,Sector_encoded
Sector 90,2.41,2359,4,4,4,0,1,1,0,0,3,19,0,0,0,0,0,0,0,0,3,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,2,2,0,2,4.1,1.8
Sector 90,1.95,1919,3,3,4,0,1,1,0,0,5,19,0,0,0,0,0,0,0,1,3,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,2,1,0,1,4.1,1.8
Sector 90,1.98,1926,3,3,4,0,1,1,0,0,3,19,0,0,0,0,0,0,0,1,3,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,4.1,1.8
Sector 84,1.7,2150,3,3,4,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,2,1,2,3,3.7,2.1
Sector 70,3.25,2106,3,4,4,0,0,1,0,0,1,20,0,0,0,1,0,0,0,0,2,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,1,2,3.9,2.2
Sector 67,4.5,2232,3,3,2,0,0,1,0,0,20,51,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,4,2.6
Sector 37,1.67,1303,3,2,2,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,2,1,0,1,3.7,1.5
Sector 59,4.85,1940,3,3,2,0,1,0,0,0,20,33,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,1,3.4,4.9
Sector 109,2.9,1860,3,4,3,0,0,1,0,0,6,23,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,2,2,0,2,4.2,2.4
Sector 109,2.35,1550,3,3,3,0,0,0,0,0,2,15,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,2,2,0,2,4.2,2.4
Sector 83,2.65,1612,3,4,4,0,0,1,0,1,7,16,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4,1.8
Sector 90,2.8,2525,4,4,3,0,0,1,0,0,26,26,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,2,0,2,4.1,1.8
Sector 62,3.7,1800,3,3,3,0,0,1,0,0,11,25,1,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,2,1,1,2,3.4,3.7
Sector 108,4,1655,3,4,2,0,0,0,0,0,1,24,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,2,0,2,3.7,3.1
Sector 37,1.57,1657,3,3,3,0,1,0,0,0,17,26,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,2,1,0,1,3.6,1.5
Sector 65,4.25,1620,4,4,3,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,2,2,1,3,4.1,3.2
Sector 79,2.9,1991,3,4,3,0,0,1,0,0,9,20,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,1,2,3.5,2.4
Sector 37,1.1,1201,2,2,3,0,0,0,0,0,8,19,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,1,2,3.5,1.5
Sector 65,3.45,1528,3,3,3,0,0,1,0,1,0,4,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1,1,2,3.8,3.2
Sector 69,2.38,1358,3,3,2,0,0,0,1,0,5,14,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,2,1,1,2,4.2,2.4
Sector 65,3.35,1827,3,3,3,0,0,0,1,0,36,48,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.8,3.2
Sector 63,2.25,1172,3,3,3,0,0,0,1,0,3,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,2,3.6,2.7
Sector 36,3.85,1830,3,3,3,0,0,0,0,1,11,34,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,2,2,0,2,3.7,1.6
Sector 76,0.85,576,2,2,2,0,0,0,0,0,5,14,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,3.8,1
Sector 65,4,1829,4,4,4,0,1,1,1,1,4,4,0,0,0,1,0,0,0,0,2,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,2,2,0,2,3.8,3.2
Sector 67,4.3,1892,3,3,3,0,0,0,0,0,35,51,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,4,2.6
Sector 3,2.3,2074,3,3,2,0,0,0,0,0,2,17,0,0,0,0,0,0,1,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,3.9,1.8
Sector 104,2.35,1397,3,3,3,0,1,0,0,0,12,35,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,1,2,3.8,2.4
Sector 79,2.65,1991,3,4,3,0,0,1,0,0,1,20,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,3.5,2.4
Sector 107,0.6,571,2,2,2,0,0,0,0,0,9,14,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,3.6,1.3
Sector 63,4.5,1415,3,3,3,0,0,1,0,1,3,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,2,0,2,4.02,2.7
Sector 48,3.82,1313,2,2,2,0,0,0,0,0,4,17,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,4.3,3.3
Sector 68,1.65,1435,3,2,3,0,0,0,0,1,21,21,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.9,1.9
Sector 77,1.77,1325,3,3,3,0,0,1,0,0,5,8,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,4.2,2.1
Sector 74,3.3,1851,3,3,4,0,0,0,0,1,30,30,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,2,1,0,1,4,2.8
Sector 99,1.66,1238,2,2,3,0,0,0,0,1,10,20,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,1,2,3.2,2.1
Sector 74,2.59,1296,2,2,2,0,0,0,0,0,6,30,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,2,1,0,1,4,2.8
Sector 66,2.15,1339,3,3,4,0,1,0,0,1,12,18,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,1,1,2,4,3.7
Sector 47,2.69,2091,3,4,2,0,0,1,0,0,6,8,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,2,1,3,3.84,2.8
Sector 56,2.4,2100,3,3,3,0,0,1,0,0,5,8,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,2,2,4,3.84,2.6
Sector 83,1.5,1420,2,2,2,1,0,0,0,0,3,15,1,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.7,1.8
Sector 65,3.55,1693,3,3,3,0,0,0,0,0,18,34,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.8,3.2
Sector 50,3.6,2791,3,4,2,0,1,1,0,0,14,19,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,2,2,0,2,3.5,3.2
Sector 61,2.7,1506,3,3,2,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.6,2.7
Sector 59,5,2294,3,3,4,0,0,1,0,0,6,33,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,2,1,0,1,3.4,4.9
Sector 59,5,2294,3,3,3,0,0,1,0,0,10,33,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,2,1,0,1,3.4,4.9
Sector 59,4.61,2094,3,3,3,0,0,1,0,0,16,33,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,2,2,0,2,3.4,4.9
Sector 59,4.6,2094,3,3,3,0,0,1,0,0,10,33,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,2,2,0,2,3.4,4.9
Sector 67,4.65,2206,3,3,3,0,0,1,0,0,12,51,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,4,2.6
Sector 67,3.7,1884,3,2,3,0,0,1,0,0,10,21,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,2,2,2,4,3.8,2.6
Sector 66,4.4,2037,3,3,3,0,0,1,0,0,6,17,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,2,2,0,2,4,3.7
Sector 106,1.9,1305,3,4,3,0,0,1,1,1,12,24,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,1,2,3.8,2.3
Sector 67,1.55,896,2,1,1,0,0,0,0,0,10,16,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.9,2.6
Sector 33,1.79,1120,2,2,3,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,2,2,0,2,3.7,2
Sector 33,2.12,1786,3,3,4,0,1,1,1,1,2,22,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,1,2,3.9,2
Sector 65,2.48,1213,2,2,3,0,0,0,0,0,26,34,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,2,1,0,1,3.8,3.2
Sector 65,3.5,1789,3,2,3,0,0,1,0,0,31,47,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,1,3.8,3.2
Sector 36,1.25,1115,3,2,3,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,0,1,3.7,1.6
Sector 104,2.55,1574,2,3,3,0,0,1,0,0,20,29,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,4.2,2.4
Sector 113,3.09,1924,3,3,3,0,0,1,0,0,9,25,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,1,3,3.6,2.7
Sector 104,3.4,2269,3,4,4,0,0,1,0,0,9,29,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,1,3,4.2,2.4
Sector 106,3.2,1722,3,3,4,0,0,1,0,0,12,34,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,1,3,3.4,2.3
Sector 106,2.75,1597,3,3,4,0,0,0,0,0,9,26,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,1,2,3.4,2.3
Sector 66,2.69,1778,3,4,2,0,0,1,0,0,15,16,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,2,2,0,2,4.04,3.7
Sector 111,4.3,3042,4,5,4,0,0,1,0,0,14,21,0,0,0,0,0,0,1,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,3.7,2.8
Sector 33,0.695,972,2,2,1,0,0,0,0,0,2,10,0,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,2,4.1,2
Sector 37,1.75,1884,3,3,4,0,0,1,0,1,14,24,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,2,1,0,1,3.9,1.5
Sector 48,3.7,1281,1,1,1,0,0,0,0,1,16,32,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,2,2,1,0,1,3.84,3.3
Sector 66,4.1,2700,4,4,3,0,1,1,1,1,0,18,1,0,0,0,0,0,0,0,3,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,2,2,1,3,3.9,3.7
Sector 68,2.1,1410,3,2,3,0,1,0,0,0,20,29,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,2,2,1,1,2,3.9,1.9
Sector 50,2.65,1262,3,3,2,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,0,1,1,3.8,3.2
Sector 63,4.05,2401,3,3,3,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,3.9,2.7
Sector 48,3.2,1750,3,4,4,0,0,1,0,1,9,14,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,4.2,3.3
Sector 69,1.54,1367,3,2,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.8,2.4
Sector 79,1.85,1547,2,2,3,0,0,0,0,1,9,15,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,3.98,2.4
Sector 70,2.7,2062,3,4,4,0,0,1,0,0,10,22,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,2,0,2,3.98,2.2
Sector 65,2.8,1404,2,2,2,0,0,0,1,0,36,47,0,1,0,0,0,0,0,0,2,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.8,3.2
Sector 104,1.5,897,2,2,2,0,0,0,0,0,8,26,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,1,2,4.2,2.4
Sector 63,3.25,2475,3,3,2,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,3.9,2.7
Sector 70,2.05,1559,2,2,2,0,1,1,1,1,10,20,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,2,1,0,1,3.9,2.2
Sector 59,4.81,2160,3,4,3,0,1,1,1,1,6,33,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,2,2,2,4,3.4,4.9
Sector 65,2.43,1300,2,2,2,0,1,1,1,1,30,34,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,2,3,3.8,3.2
Sector 108,3.82,1450,3,4,2,1,1,1,0,1,10,19,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,2,1,1,2,3.7,3.1
Sector 108,2.65,1121,2,2,2,0,0,0,0,0,2,24,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,2,2,1,0,1,3.7,3.1
Sector 104,2.05,1343,2,2,2,0,1,0,0,0,7,29,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,1,2,4.2,2.4
Sector 104,2.35,1469,2,3,3,0,0,0,0,1,5,29,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,1,2,4.2,2.4
Sector 102,2.45,1798,3,4,4,0,0,1,0,0,10,25,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,1,3,4.2,2.3
Sector 70,3.25,2222,4,5,4,0,0,1,0,0,9,12,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,1,2,3.6,2.2
Sector 69,2.8,2222,4,5,4,0,0,1,0,0,7,12,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,3.9,2.4
Sector 104,3.55,2526,3,4,4,0,0,1,0,0,15,29,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,1,3,4.2,2.4
Sector 36,4.75,1924,3,3,2,0,0,0,0,1,20,34,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,2,1,1,2,3.7,1.6
Sector 58,5,1964,3,4,1,0,1,1,0,0,10,29,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,1,2,3.8,3.8
Sector 2,1.58,1176,2,2,3,0,0,0,0,1,7,17,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,2,2,0,2,3.8,2.1
Sector 86,2.25,1700,3,3,3,0,0,0,0,1,2,19,0,1,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4,2.1
Sector 33,1.53,1019,2,2,2,1,0,0,0,0,14,14,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,2,1,3,3.6,2
Sector 70,1.61,1343,3,3,4,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,2,0,2,2,3.8,2.2
Sector 104,1.8,1119,3,2,2,0,0,0,0,0,16,35,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,1,2,3.98,2.4
Sector 15,2.25,1500,3,3,4,1,0,0,0,0,11,14,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,2,2,0,2,3.5,2.9
Sector 81,3.67,1900,3,4,4,0,0,1,0,0,8,29,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,4.2,2.7
Sector 81,4.84,2700,4,4,4,0,0,1,0,0,20,29,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,4.2,2.7
Sector 81,3.65,1800,3,4,4,0,0,1,0,0,14,29,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,4.2,2.7
Sector 102,1.5,759,2,2,2,0,0,0,0,0,25,26,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1,1,2,3.9,2.3
Sector 25,3.6,1495,4,4,2,0,0,0,0,0,10,14,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2,2,1,0,1,3.8,3.7
Sector 77,1.92,1687,3,3,3,0,0,0,0,0,14,18,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,1,2,4,2.1
Sector 99,2.05,1716,3,3,3,0,1,1,1,1,10,14,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,1,2,4.1,2.1
Sector 99,2.36,1946,3,3,3,0,1,1,1,1,12,14,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,1,2,4.1,2.1
Sector 99,2.16,1764,3,3,3,0,1,1,1,1,13,14,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,1,2,4.1,2.1
Sector 99,2.6,2118,4,4,3,0,1,1,1,1,13,14,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,1,2,4.1,2.1
Sector 89,1.62,1968,3,4,4,0,0,1,0,0,9,25,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,2,2,1,3,3.7,1.6
Sector 89,1.42,1107,2,2,2,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,3.68,1.6
Sector 92,2.65,2119,3,4,4,0,0,1,0,0,8,19,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,4.2,1.8
Sector 70,1.44,938,3,2,2,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,3.9,2.2
Sector 70,1.45,938,3,2,2,0,0,0,0,0,9,11,0,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.9,2.2
Sector 72,2.2,1676,2,3,4,0,0,1,0,1,17,18,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.8,3.3
Sector 37,1.3,1604,3,3,3,0,0,0,0,0,10,19,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.5,1.5
Sector 83,2.25,1370,3,4,3,1,0,1,0,0,7,16,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,2,1,0,1,4,1.8
Sector 102,2.5,2500,3,4,4,0,1,1,0,0,1,2,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,1,2,3.8,2.3
Sector 109,1.38,1726,3,3,4,0,1,0,0,0,6,14,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.5,2.4
Sector 83,1.45,1100,2,2,2,0,0,0,0,0,3,18,1,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.9,1.8
Sector 83,1.45,1050,2,2,2,0,0,0,0,0,4,18,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.9,1.8
Sector 48,4.95,1702,3,3,4,0,1,0,0,0,6,17,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,4.3,3.3
Sector 92,2,2248,4,4,3,0,0,1,0,0,10,20,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,2,1,1,2,3.54,1.8
Sector 83,2.75,1589,3,4,3,0,0,1,0,1,5,16,0,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4,1.8
Sector 72,1.9,1665,2,2,4,0,0,1,0,1,5,16,0,1,0,0,0,0,0,0,4,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.8,3.3
Sector 82,3.84,2335,3,3,3,0,0,1,0,0,3,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,2,2,0,2,3.98,2.3
Sector 62,3.65,980,2,3,3,0,1,0,0,0,5,32,1,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,2,3,3.8,3.7
Sector 102,2.29,1651,3,4,1,0,0,1,0,0,9,15,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.8,2.3
Sector 102,2.44,1624,3,4,2,0,0,1,0,0,7,15,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.8,2.3
Sector 50,4.7,2306,3,4,4,0,0,1,0,0,4,17,0,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,2,2,0,2,4,3.2
Sector 83,1.01,1000,2,2,3,0,0,0,0,0,5,12,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.9,1.8
Sector 83,1.29,1240,3,3,3,0,0,0,0,0,11,12,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.9,1.8
Sector 108,3.9,1655,3,4,2,0,0,0,0,0,4,24,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,2,1,1,2,3.7,3.1
Sector 50,3.9,2344,3,4,4,0,0,1,0,0,4,17,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,2,2,0,2,4,3.2
Sector 56,2.15,1407,3,2,3,1,0,0,0,0,4,10,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,2,1,1,2,3.9,2.6
Sector 95,0.65,588,2,2,2,0,0,0,0,0,8,14,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,3.48,0.9
