Sector,Price,Built Up Area,Bedroom,Bathroom,Balcony,Others,Pooja Room,Servant Room,Store Room,Study Room,Floor Num,Total Floor,Facing_North,Facing_North-East,Facing_North-West,Facing_South,Facing_South-East,Facing_South-West,Facing_Unknown,Facing_West,Property Age,Overlooking_Club,Overlooking_Lake facing,Overlooking_Main Road,Overlooking_Others,Overlooking_Park,Overlooking_Pool,NearbyPlace_Business,NearbyPlace_Education,NearbyPlace_Financial,NearbyPlace_Healthcare,NearbyPlace_Leisure,NearbyPlace_Religious,NearbyPlace_Residentail,NearbyPlace_Shopping,NearbyPlace_Transport,Property Ownership,Furnishing,Power Backup,Covered_Parking,Open_Parking,Total Parking,Rating,Sector_encoded
Sector 103,0.705,759,2,2,2,1,0,0,0,0,2,14,0,0,0,0,0,0,0,1,2,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,2,3.8,1.6
Sector 28,4,2778,4,4,2,0,1,1,0,1,2,4,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,3,1,4,3.64,4.1
Sector 104,2,2396,4,4,4,0,0,1,0,0,17,17,0,0,0,0,0,1,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,2,2,2,4,3.6,2.4
Sector 49,3.6,2598,4,4,3,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,2,2,0,2,3.92,3.2
Sector 26,4.5,2778,4,5,2,1,1,1,0,1,3,4,0,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,3,1,4,3.7,4
Sector 93,0.63,950,2,2,3,0,0,0,0,0,9,14,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,3.4,1.2
Sector 43,2.5,1700,3,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,2,3.78,3.7
Sector 57,1.9,1620,3,3,2,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,2,3.66,2.8
Sector 69,2.7,2222,4,5,4,0,0,1,0,0,5,12,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,2,0,2,3.9,2.4
Sector 69,3.1,1762,4,4,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,2,1,1,2,4.2,2.4
Sector 69,2.4,1412,3,3,2,0,1,0,0,0,9,14,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,2,1,0,1,4.2,2.4
Sector 67,4.65,2183,3,3,4,0,0,1,0,0,18,21,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.8,2.6
Sector 113,2.4,1365,2,2,3,0,0,0,0,1,18,25,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.6,2.7
Sector 113,2,1231,2,2,2,0,0,0,0,0,16,25,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.6,2.7
Sector 113,1.9,1181,2,2,2,0,0,0,0,0,12,25,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.6,2.7
Sector 109,2.7,1860,3,4,3,0,0,1,0,0,17,23,0,1,0,0,0,0,0,0,4,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,2,2,0,2,4.2,2.4
Sector 102,4,2648,4,5,4,0,0,1,0,0,15,25,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,4.2,2.3
Sector 102,3,1990,3,4,4,0,0,1,0,1,14,25,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,4.2,2.3
Sector 102,2.4,1798,3,4,4,0,0,1,0,0,16,25,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,4.2,2.3
Sector 108,2.25,1500,3,4,4,0,0,1,0,0,10,14,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,2,0,2,4,3.1
Sector 108,1.9,1276,3,3,4,0,0,0,0,1,8,14,0,1,0,0,0,0,0,0,3,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4,3.1
Sector 108,1.45,971,2,3,3,0,0,1,0,0,8,14,0,1,0,0,0,0,0,0,3,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4,3.1
Sector 104,2.4,1574,2,3,3,0,0,1,0,0,12,29,0,1,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,4.2,2.4
Sector 24,2.05,918,2,2,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,2,3.7,4
Sector 4,2.3,2320,4,4,2,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,3.8,1.3
Sector 68,2.6,1851,3,4,4,0,0,1,0,0,25,35,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.7,1.9
Sector 37,1.25,943,2,2,3,0,0,0,0,0,7,19,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,1,2,3.5,1.5
Sector 27,3.9,1777,4,4,2,0,0,1,0,0,11,21,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,2,2,0,2,3.7,3.8
Sector 89,1.78,1267,3,3,2,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,2,1,0,1,3.78,1.6
Sector 80,2.25,1803,3,4,4,0,1,1,0,0,4,18,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,2,1,0,1,3.7,2.1
Sector 80,1.9,1490,3,3,3,0,0,0,1,0,4,18,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,2,1,0,1,3.7,2.1
Sector 79,2.55,1489,3,3,2,0,0,0,1,0,4,20,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.5,2.4
Sector 79,2.8,1689,3,4,4,0,0,1,0,0,8,20,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.5,2.4
Sector 89,1.51,1844,3,4,3,0,0,1,0,0,9,25,0,1,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,2,1,1,2,3.54,1.6
Sector 1,1.67,1765,4,5,4,0,0,1,0,0,2,20,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,2,3.9,1.5
Sector 1,1.7,1843,4,5,3,0,0,1,0,0,10,20,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,2,3.9,1.5
Sector 84,3.5,2000,4,5,2,0,0,1,0,0,2,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.8,2.1
Sector 79,2.65,1478,3,4,4,0,0,1,0,0,3,20,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.5,2.4
Sector 67,2.3,2269,4,4,3,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,3,3.6,2.6
Sector 1,1.7,1857,4,5,3,0,0,1,0,0,10,20,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,3.9,1.5
Sector 1,1.4,1589,3,4,2,0,0,1,0,0,17,20,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,3.9,1.5
Sector 77,1.3,1149,2,2,2,0,0,0,1,0,1,18,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4,2.1
Sector 84,3.3,2378,4,4,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.82,2.1
Sector 84,3.1,2356,4,4,2,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.82,2.1
Sector 65,2.69,2478,3,3,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,2,0,1,1,3.9,3.2
Sector 65,3.09,2478,3,3,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,0,1,1,4.1,3.2
Sector 65,2.99,2478,3,3,3,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,0,2,2,4.1,3.2
Sector 65,4.5,2877,4,4,3,0,0,1,0,1,4,4,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,2,1,3,4.1,3.2
Sector 33,1.49,1000,2,2,2,1,0,0,0,0,3,3,0,1,0,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,2,2,0,2,3.88,2
Sector 33,3,2100,3,3,2,0,0,1,0,0,8,11,0,1,0,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,2,0,2,3.9,2
Sector 65,3.6,2037,4,4,4,0,0,1,0,1,2,5,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,2,2,1,3,3.8,3.2
Sector 48,3.99,2100,4,5,4,0,0,1,0,0,6,14,0,1,0,0,0,0,0,0,4,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,4.2,3.3
Sector 61,2,1100,2,2,2,0,0,1,0,0,4,4,0,1,0,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,2,0,2,3.6,2.7
Sector 61,2.79,1500,3,2,2,0,0,1,0,0,3,4,0,1,0,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,2,0,2,3.6,2.7
Sector 66,4.5,2100,3,3,2,0,0,1,0,0,12,17,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,2,2,0,2,4,3.7
Sector 72,4.4,2100,3,3,3,0,0,1,0,0,15,40,0,1,0,0,0,0,0,0,3,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,4,3.3
Sector 72,5,2500,3,3,3,0,0,1,0,1,19,40,0,1,0,0,0,0,0,0,3,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,4,3.3
Sector 48,3.08,1770,3,4,4,0,0,1,0,1,5,14,0,0,0,0,0,0,0,1,3,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,4.2,3.3
Sector 33,1.75,1155,2,2,3,0,0,0,0,1,2,4,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,2,0,2,3.7,2
Sector 33,1.45,1000,2,2,2,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,2,0,2,2,3.72,2
Sector 65,3.65,2037,4,4,4,0,0,1,0,1,2,5,0,0,0,1,0,0,0,0,2,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,2,1,1,2,3.8,3.2
Sector 65,3.7,2037,4,4,4,0,0,1,0,0,1,5,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,2,1,0,1,3.8,3.2
Sector 65,3.99,2037,4,4,4,0,0,1,0,1,0,5,0,0,0,1,0,0,0,0,2,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,2,2,2,1,3,3.8,3.2
Sector 33,2.65,1789,3,3,4,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,2,3.9,2
Sector 65,2.35,2478,3,3,3,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,0,1,1,4.1,3.2
Sector 65,3.01,1438,3,3,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,0,1,1,4.1,3.2
Sector 65,2.93,1701,3,3,3,0,0,1,0,1,3,5,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,2,0,1,1,3.8,3.2
Sector 65,3.95,2114,3,3,3,0,0,1,0,0,3,3,0,1,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,2,2,1,3,3.88,3.2
Sector 65,3.99,2114,4,4,4,0,0,1,0,0,3,3,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,2,1,0,1,3.84,3.2
Sector 71,1.99,1753,3,3,3,0,0,1,0,0,2,4,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,2,1,1,2,3.7,1.6
Sector 65,3.89,2475,4,4,4,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,2,0,2,2,4.02,3.2
Sector 50,3.3,3093,4,4,2,1,1,1,0,1,2,4,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,2,2,2,4,3.68,3.2
Sector 84,2.2,1818,3,3,3,0,0,1,0,0,15,26,0,0,0,1,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,2,2,0,2,4,2.1
Sector 91,2.35,2148,3,4,4,0,0,1,0,1,7,13,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,2,2,1,1,2,4,2.2
Sector 95,0.6,530,2,2,2,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,2,3.7,0.9
Sector 65,2.29,1185,3,3,4,0,0,0,0,1,3,13,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.7,3.2
Sector 82,1.65,1324,3,3,3,1,0,0,0,0,0,25,1,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.9,2.3
Sector 49,2.95,2900,4,4,2,0,0,1,0,0,4,4,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,2,2,0,2,3.8,3.2
Sector 65,2.96,1564,2,2,2,0,0,1,0,0,12,34,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.8,3.2
Sector 67,2.25,2329,3,3,2,1,0,0,0,0,2,4,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,3.6,2.6
Sector 70,1.5,1214,3,3,2,0,0,0,0,0,6,11,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.9,2.2
Sector 65,4.08,2104,3,4,3,0,0,1,0,0,43,43,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,2,0,2,3.8,3.2
Sector 70,3,2475,4,4,4,0,1,0,0,0,11,12,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,2,2,0,2,3.6,2.2
Sector 49,3.25,2578,4,4,2,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,2,2,1,3,3.88,3.2
Sector 53,4.3,1519,4,4,2,0,0,0,1,0,14,19,0,1,0,0,0,0,0,0,3,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4.2,3.6
Sector 47,3.3,2506,3,4,3,0,1,1,1,0,4,13,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,2,1,0,1,3.8,2.8
Sector 67,2.45,2784,3,3,2,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,3.6,2.6
Sector 67,3.3,2073,3,3,4,0,0,0,0,0,11,14,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,2,0,2,3.8,2.6
Sector 70,1.95,1204,2,2,3,0,0,0,0,1,12,18,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,2,1,0,1,3.5,2.2
Sector 77,1.93,1571,3,3,3,1,1,0,0,0,2,18,0,0,0,0,1,0,0,0,3,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4,2.1
Sector 77,1.34,1150,2,2,2,1,0,0,0,0,1,18,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,4,2.1
Sector 52,1.8,1019,2,2,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,2,3.84,2.7
Sector 89,1.31,1072,2,2,2,1,0,0,0,1,2,4,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,2,1,0,1,3.68,1.6
Sector 65,2.55,1000,2,2,3,0,0,0,1,0,9,34,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,1,3.8,3.2
Sector 67,3.4,2200,4,4,3,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,2,1,1,2,3.6,2.6
Sector 23,1.59,1856,3,3,2,0,1,0,0,0,3,3,1,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,4,5,3.76,2.5
Sector 61,1.9,900,2,2,3,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,1,2,3.6,2.7
Sector 61,2.1,1000,2,2,3,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,2,3.6,2.7
Sector 90,1.9,1600,3,4,3,0,0,1,0,0,11,13,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,2,3.7,1.8
Sector 90,2,1600,3,4,3,0,0,1,0,0,8,13,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,2,1,0,1,3.7,1.8
Sector 68,1.82,1369,2,2,4,0,0,0,0,1,14,21,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,2,1,1,2,3.9,1.9
Sector 68,1.85,1369,2,2,3,0,0,0,0,1,2,21,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,2,1,1,2,3.9,1.9
Sector 52,2.5,1713,4,4,4,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,2,1,3,3.8,2.7
Sector 52,2.25,1528,4,4,4,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,2,3.8,2.7
Sector 43,2.55,1713,3,3,4,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,2,3.92,3.7
Sector 65,3.7,1600,3,3,2,0,0,1,0,0,18,34,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,2,2,1,3,3.8,3.2
Sector 52,2.2,1660,4,4,4,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,2,1,1,2,3.8,2.7
Sector 52,1.9,1343,3,3,4,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,2,3.8,2.7
Sector 52,1.74,1296,3,3,4,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,2,3.8,2.7
Sector 65,2.45,1200,2,2,1,1,0,0,0,0,15,34,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,2,1,0,1,3.8,3.2
Sector 70,3.28,2062,4,4,2,0,1,1,0,0,2,4,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,2,1,0,1,3.8,2.2
Sector 57,2.29,1800,3,4,2,0,0,1,0,0,4,4,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,2,3.68,2.8
Sector 70,2.45,1661,3,3,2,0,0,0,0,1,2,4,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,2,1,0,1,3.8,2.2
Sector 70,2.5,1621,3,3,2,0,0,0,0,1,2,4,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,2,1,0,1,3.8,2.2
Sector 68,1.65,1250,2,2,2,0,0,0,0,0,26,29,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.9,1.9
Sector 70,2.64,1900,3,4,3,0,0,1,0,1,4,16,1,0,0,0,0,0,0,0,3,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,2,0,2,4.1,2.2
Sector 70,2.1,1450,2,3,4,0,0,1,0,0,6,16,0,0,0,0,0,0,0,0,3,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,0,1,1,4.1,2.2
Sector 70,2.2,1905,4,3,4,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,2,0,1,1,3.8,2.2
Sector 61,2.72,1500,3,3,3,1,0,0,0,0,2,4,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,1,2,3.6,2.7
Sector 61,2.6,1400,3,3,3,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,1,2,3.6,2.7
Sector 61,2.87,1509,3,3,3,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.6,2.7
Sector 61,2.8,1509,3,3,3,0,1,0,0,0,2,4,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,1,2,3.6,2.7
Sector 61,2.85,1472,3,3,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.6,2.7
Sector 61,2.8,1472,3,3,3,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.6,2.7
Sector 61,2.95,1556,3,3,2,0,1,0,0,0,2,4,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,3.6,2.7
Sector 74,2.35,1296,2,2,3,0,0,0,0,0,12,30,1,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,2,1,0,1,4,2.8
Sector 66,4.05,1920,3,3,2,0,0,1,0,0,13,17,0,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,2,1,1,2,4,3.7
Sector 66,4.04,1920,3,3,2,0,0,1,0,0,12,17,0,0,0,0,0,0,0,1,3,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,2,0,1,1,4,3.7
Sector 66,4.07,1920,3,3,2,0,0,1,0,0,14,17,0,0,0,0,0,0,0,1,3,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,2,0,1,1,4,3.7
Sector 68,2.6,1772,3,3,3,1,0,0,0,0,18,29,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,2,2,0,2,3.9,1.9
Sector 26,4.5,2250,3,4,2,0,0,1,0,0,4,4,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,2,3.78,4
Sector 43,3.1,1792,3,3,2,0,0,1,0,0,2,4,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,3.88,3.7
Sector 26,4.5,2500,4,5,2,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,2,3.66,4
Sector 90,3,2525,4,4,4,0,0,1,0,0,3,19,0,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,2,1,1,2,4.1,1.8
Sector 70,1.65,1000,2,2,4,0,1,0,0,0,5,16,0,0,0,1,0,0,0,0,3,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,2,0,1,1,4.1,2.2
