property_type,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_score,price
house,109,26389.0,5,5,3+,2.0,Relatively New,3600.0,1,1,0,133,9.5
house,28,27778.0,6,7,3+,3.0,Moderately Old,3240.0,1,1,0,67,9.0
house,82,14350.0,3,4,3,1.0,New Property,2160.0,1,1,0,66,3.2
flat,106,8818.0,2,2,3,6.0,New Property,1200.0,0,0,1,174,0.97
house,48,22812.0,4,5,2,2.0,Moderately Old,3222.0,1,1,1,144,7.35
flat,92,5384.0,3,3,3+,12.0,Relatively New,1523.0,0,0,0,0,0.82
house,8,7111.0,2,3,1,1.0,Relatively New,450.0,0,0,0,0,0.32
flat,86,5942.0,4,4,3+,20.0,Relatively New,2132.0,1,0,0,65,1.4
flat,70,9792.0,4,4,3+,8.0,Moderately Old,2667.0,1,0,0,108,2.35
flat,33,13750.0,3,3,3,2.0,Under Construction,2667.0,1,1,0,61,3.3
flat,61,12912.0,3,3,2,3.0,New Property,1721.0,0,0,0,61,2.0
flat,82,10481.0,4,4,3+,18.0,Moderately Old,2576.0,1,0,0,38,2.7
house,82,15432.0,4,4,3+,3.0,Relatively New,3240.0,1,1,0,24,5.0
house,4,10317.0,1,1,1,1.0,Moderately Old,70.0,0,0,0,21,0.65
flat,72,15561.0,3,4,3+,9.0,Moderately Old,2185.0,1,0,0,38,3.4
flat,111,13000.0,4,5,3+,6.0,Relatively New,2996.0,1,0,2,160,3.9
flat,66,15130.0,2,2,2,5.0,Relatively New,1188.0,0,0,1,82,1.51
flat,86,8294.0,3,3,1,14.0,Relatively New,1746.0,0,0,0,72,1.6
flat,92,6098.0,3,3,3,18.0,Under Construction,2278.0,1,0,0,44,1.25
flat,6,6557.0,2,2,1,0.0,New Property,669.0,0,0,1,90,0.4
flat,37,5405.0,3,4,3,9.0,Relatively New,1899.0,1,0,0,49,1.1
flat,83,5747.0,3,3,2,2.0,Relatively New,1575.0,0,1,1,174,1.0
flat,79,8532.0,3,4,3+,5.0,Relatively New,2047.0,1,0,0,158,1.93
flat,85,6162.0,2,2,3+,7.0,Relatively New,1512.0,0,1,0,144,1.05
flat,68,6949.0,2,2,3+,21.0,Under Construction,1068.0,0,0,0,72,0.82
flat,85,5789.0,2,2,2,5.0,Relatively New,1050.0,0,0,0,174,0.55
house,103,6702.0,4,5,0,12.0,Relatively New,4700.0,0,0,0,61,3.15
flat,102,9697.0,3,3,3,8.0,Relatively New,1315.0,0,0,0,46,1.6
flat,47,11505.0,3,3,3+,10.0,Moderately Old,1888.0,1,0,1,120,2.4
flat,90,5253.0,4,5,2,9.0,Relatively New,2134.0,1,0,0,110,1.3
house,106,14000.0,5,4,3+,33.0,New Property,4000.0,1,1,0,151,5.6
flat,48,10251.0,3,4,3,3.0,Moderately Old,1951.0,0,0,1,76,1.8
flat,109,6601.0,3,3,3+,7.0,Moderately Old,2303.0,1,0,0,134,1.68
house,49,15000.0,5,4,2,2.0,New Property,4500.0,0,0,0,49,6.75
flat,76,5499.0,4,6,3+,8.0,New Property,2398.0,1,0,0,58,1.46
flat,78,6494.0,3,3,2,8.0,Moderately Old,2045.0,0,0,2,8,1.2
flat,11,5150.0,2,2,0,15.0,Relatively New,699.0,0,0,0,0,0.36
flat,5,5187.0,2,2,1,0.0,Relatively New,535.0,0,0,0,90,0.25
flat,4,4105.0,2,2,1,1.0,Relatively New,950.0,0,0,0,0,0.39
house,7,5000.0,3,2,0,1.0,Old Property,1000.0,0,0,0,0,0.45
house,43,28841.0,8,8,3,3.0,Moderately Old,3762.0,1,1,2,160,10.85
house,11,10000.0,2,4,3+,4.0,Moderately Old,900.0,0,0,0,7,0.9
flat,85,7927.0,2,2,2,17.0,New Property,1484.0,0,0,0,90,1.3
flat,90,7334.0,4,4,3+,20.0,Moderately Old,2468.0,1,0,0,49,2.0
flat,72,13253.0,4,5,3+,13.0,Relatively New,2629.0,1,0,1,174,3.85
flat,107,5726.0,2,2,2,6.0,Relatively New,543.0,0,0,0,45,0.28
house,48,20299.0,7,7,3,2.0,Moderately Old,2340.0,0,0,1,33,4.75
flat,92,5000.0,2,2,2,2.0,Relatively New,905.0,0,0,0,72,0.5
flat,70,9220.0,2,2,3,19.0,Moderately Old,1426.0,0,0,1,49,1.3
flat,89,8433.0,3,3,2,2.0,New Property,1581.0,0,0,0,44,1.2
flat,112,13889.0,2,2,3,10.0,Relatively New,1939.0,0,0,1,174,2.5
flat,88,6815.0,2,2,3,3.0,New Property,1350.0,0,0,0,26,0.92
house,12,10741.0,7,7,3,2.0,Old Property,2700.0,0,0,0,7,2.9
flat,68,10246.0,2,2,3,4.0,New Property,938.0,0,0,0,44,1.25
flat,102,9772.0,3,4,3+,10.0,Relatively New,1945.0,1,0,0,53,2.1
house,23,17706.0,7,7,3+,2.0,Moderately Old,5000.0,1,0,0,68,5.65
flat,106,10656.0,3,4,3,14.0,Relatively New,1305.0,1,0,0,167,1.25
flat,102,7879.0,3,3,3,4.0,Relatively New,1315.0,1,0,1,125,1.3
flat,90,6218.0,3,3,3+,15.0,Relatively New,1747.0,0,0,0,37,1.2
flat,11,4269.0,2,2,0,11.0,Relatively New,761.0,0,0,0,0,0.33
flat,2,9650.0,3,3,2,1.0,Relatively New,1294.0,0,0,1,151,1.38
flat,37,6916.0,3,4,3,8.0,Relatively New,1635.0,0,0,0,149,1.2
flat,2,8073.0,3,4,3+,4.0,Old Property,1738.0,1,0,0,84,1.55
flat,85,8320.0,2,2,3,17.0,New Property,1550.0,0,0,0,145,1.04
house,66,33951.0,5,6,3+,2.0,New Property,3240.0,1,1,1,153,11.0
flat,2,10000.0,2,3,0,1.0,Moderately Old,1000.0,0,0,0,0,1.0
flat,1,5893.0,4,3,3,8.0,New Property,3111.0,1,0,0,20,1.65
flat,102,9550.0,3,4,2,17.0,Relatively New,1587.0,1,0,1,152,1.91
flat,2,4375.0,2,2,2,8.0,Relatively New,800.0,0,0,0,37,0.35
house,70,27873.0,4,4,3+,2.0,New Property,2332.0,1,0,1,160,6.5
house,50,26153.0,3,3,2,2.0,Old Property,3231.0,1,0,1,102,8.45
flat,106,6001.0,3,4,3+,12.0,Under Construction,1593.0,1,0,0,55,1.4
flat,28,11739.0,2,2,2,14.0,Old Property,1120.0,0,1,0,66,1.35
flat,37,6506.0,3,3,3+,8.0,Relatively New,1708.0,0,0,1,49,1.0
house,37,8089.0,3,3,3,4.0,Under Construction,1570.0,0,0,0,89,1.27
flat,2,13333.0,2,2,2,3.0,New Property,833.0,0,0,1,13,1.0
flat,83,5699.0,3,2,2,2.0,Moderately Old,1500.0,0,0,0,95,1.04
flat,78,5491.0,3,3,2,9.0,Relatively New,1730.0,0,0,1,65,0.95
house,12,8000.0,5,5,3,3.0,Moderately Old,2000.0,0,0,0,9,1.7
flat,67,12847.0,3,4,3+,15.0,Relatively New,2219.0,1,0,1,149,3.15
flat,109,7490.0,4,4,2,11.0,Relatively New,2380.0,1,0,0,49,1.97
flat,68,8759.0,2,2,3,15.0,Relatively New,1364.0,0,0,0,120,1.32
flat,2,7645.0,3,3,3+,5.0,Moderately Old,1611.0,0,0,0,84,1.36
flat,104,9117.0,2,3,3,11.0,Relatively New,1538.0,1,0,0,101,1.58
house,3,6000.0,1,1,0,1.0,Moderately Old,1000.0,0,0,0,0,0.6
house,57,19097.0,4,4,2,3.0,Moderately Old,1728.0,0,1,1,60,3.3
flat,83,6988.0,2,2,2,3.0,Moderately Old,1127.0,0,0,0,35,0.87
flat,81,6319.0,2,2,1,12.0,Relatively New,586.0,0,0,0,23,0.4
flat,107,6141.0,3,4,3+,7.0,Relatively New,1900.0,1,0,0,67,1.45
flat,106,9551.0,4,5,3+,7.0,Relatively New,1535.0,1,0,0,49,1.34
flat,81,7735.0,3,3,3+,6.0,Relatively New,1475.0,0,0,0,95,1.4
house,50,23333.0,4,4,2,3.0,Old Property,3400.0,1,0,0,118,7.0
house,14,16975.0,5,4,2,2.0,Old Property,3240.0,0,0,0,27,5.5
flat,65,15997.0,2,2,3,16.0,Under Construction,1141.0,0,0,0,44,1.95
flat,102,14174.0,3,3,3,10.0,Relatively New,1315.0,1,0,0,165,1.45
flat,14,7391.0,5,5,2,2.0,Old Property,2556.0,0,1,2,71,1.7
house,25,33592.0,3,9,3+,3.0,Old Property,1935.0,1,1,1,142,6.5
flat,69,8676.0,3,3,1,12.0,Relatively New,1568.0,0,0,0,95,1.37
house,25,26667.0,6,5,2,3.0,Relatively New,6000.0,0,0,0,0,16.0
flat,23,2051.0,2,2,2,1.0,Moderately Old,706.0,0,0,0,0,0.16
flat,110,11572.0,5,5,3+,4.0,Relatively New,3511.0,1,0,0,165,4.49
flat,2,6960.0,2,2,3,0.0,Moderately Old,1281.0,0,0,0,85,0.98
flat,37,5038.0,2,2,3+,14.0,Relatively New,1310.0,0,0,0,60,0.66
flat,90,6601.0,4,4,3+,23.0,Moderately Old,2468.0,0,0,0,67,1.8
house,43,48148.0,3,3,3+,4.0,New Property,2700.0,0,0,1,7,13.0
house,109,26670.0,5,6,3,3.0,Relatively New,4500.0,1,1,0,63,12.5
flat,37,3568.0,2,2,1,3.0,Relatively New,850.0,0,0,1,158,0.33
house,43,3909.0,3,3,3+,3.0,Old Property,60.0,0,0,2,0,1.9
house,57,24171.0,5,6,3+,4.0,Old Property,3438.0,1,1,0,34,8.31
flat,93,8033.0,3,4,2,12.0,Relatively New,1350.0,0,0,1,96,1.45
flat,63,15349.0,3,3,3,4.0,Under Construction,2150.0,1,0,0,52,3.3
flat,36,6391.0,2,2,3,4.0,New Property,676.0,0,0,0,44,0.54
flat,92,6373.0,4,4,0,7.0,Relatively New,2040.0,0,0,0,0,1.3
flat,95,5257.0,3,3,3+,13.0,New Property,1750.0,0,0,0,0,0.92
flat,30,10000.0,3,3,2,2.0,Old Property,1401.0,0,0,0,19,1.3
flat,3,7692.0,2,2,1,1.0,Old Property,722.0,0,0,1,37,0.5
house,25,32222.0,5,4,3,3.0,Old Property,1350.0,1,0,0,49,4.35
flat,65,24212.0,3,3,3,38.0,Moderately Old,2506.0,1,0,2,49,5.3
house,7,12000.0,2,2,1,2.0,Moderately Old,225.0,0,0,0,12,0.27
flat,86,8283.0,2,2,1,7.0,New Property,557.0,1,0,0,49,0.41
flat,81,11726.0,3,3,2,4.0,Relatively New,2130.0,1,0,2,82,2.5
flat,69,9823.0,3,3,2,9.0,Relatively New,1428.0,0,0,1,165,1.55
flat,63,10945.0,1,1,2,4.0,New Property,804.0,0,0,0,0,0.88
flat,79,8531.0,2,2,3,6.0,Relatively New,1411.0,0,0,0,158,1.33
flat,79,8524.0,2,2,3,2.0,Relatively New,1423.0,0,0,0,158,1.34
house,43,30556.0,5,6,3+,3.0,Moderately Old,2700.0,1,1,1,64,8.25
flat,56,9643.0,3,3,3+,4.0,Old Property,1450.0,0,0,1,174,1.35
flat,82,11452.0,4,5,3+,10.0,Relatively New,2110.0,1,0,2,174,2.95
flat,47,11505.0,3,4,3+,10.0,Moderately Old,1916.0,1,0,0,103,2.4
flat,83,6225.0,3,3,2,11.0,Relatively New,1570.0,0,0,0,19,1.08
flat,82,6134.0,4,6,3+,25.0,Relatively New,4425.0,1,0,1,119,3.0
flat,85,8306.0,3,4,3,6.0,Relatively New,2300.0,1,0,0,49,2.0
flat,106,6534.0,3,4,3+,12.0,Relatively New,1186.0,1,0,1,174,1.15
house,109,10556.0,4,5,3+,3.0,Relatively New,5400.0,1,1,0,160,5.7
flat,80,6999.0,3,3,3,5.0,Moderately Old,2047.0,1,0,0,53,1.6
flat,79,7455.0,3,3,3,3.0,Relatively New,2161.0,0,0,0,0,1.45
house,50,32176.0,3,3,1,2.0,Moderately Old,2160.0,1,0,0,160,6.95
flat,113,11654.0,2,2,3,2.0,New Property,1276.0,0,0,0,174,1.55
house,2,24691.0,5,6,3+,3.0,Old Property,2430.0,0,0,1,43,6.0
house,26,38580.0,4,5,2,2.0,Moderately Old,3240.0,1,0,1,121,12.5
flat,99,5425.0,2,1,2,5.0,New Property,511.0,0,0,0,66,0.3
flat,67,10031.0,2,2,2,1.0,New Property,1296.0,0,0,0,55,1.3
flat,36,7586.0,3,2,3,2.0,New Property,1201.0,0,0,0,24,0.82
flat,92,4278.0,4,5,3+,14.0,Relatively New,1692.0,1,0,0,62,0.9
house,50,38704.0,4,5,2,3.0,Moderately Old,4000.0,1,0,1,142,10.45
flat,113,9139.0,5,6,3+,24.0,Moderately Old,7294.0,0,0,0,117,6.0
flat,90,5684.0,4,4,3+,7.0,Relatively New,2468.0,1,0,0,88,1.9
flat,9,6921.0,4,3,3,1.0,Old Property,2007.0,1,0,0,40,1.25
house,9,8735.0,3,6,3+,3.0,Old Property,1431.0,0,0,0,0,1.25
flat,36,15551.0,2,2,2,23.0,New Property,1479.0,0,0,0,58,2.3
flat,33,11583.0,3,2,3+,23.0,Under Construction,1333.0,0,0,0,105,1.39
flat,43,26087.0,4,4,3+,18.0,Old Property,2556.0,1,0,1,150,6.0
flat,37,7236.0,3,3,3+,2.0,Relatively New,1789.0,1,0,0,49,1.44
flat,85,7267.0,3,4,3,8.0,Relatively New,2179.0,1,0,0,49,1.75
flat,81,8027.0,2,2,1,14.0,Relatively New,547.0,0,0,1,14,0.48
house,25,45710.0,6,8,3+,2.0,Relatively New,2844.0,1,1,2,0,13.0
flat,79,8505.0,3,3,3,7.0,Relatively New,1362.0,0,0,0,158,1.28
flat,37,9223.0,2,2,3+,11.0,Relatively New,1179.0,0,1,1,119,0.95
house,82,23148.0,5,5,3+,2.0,Relatively New,3240.0,1,0,1,135,7.5
house,39,17937.0,1,1,2,2.0,Old Property,892.0,0,0,0,40,1.6
flat,67,11489.0,4,4,3+,9.0,Moderately Old,2127.0,1,0,1,149,2.7
flat,92,3713.0,4,4,3,15.0,New Property,1828.0,0,0,0,31,1.0
flat,83,8875.0,4,4,3,7.0,Relatively New,2000.0,1,0,0,103,1.42
flat,39,8333.0,3,3,3+,0.0,Old Property,2400.0,0,0,0,0,2.0
flat,102,11633.0,3,4,3+,25.0,New Property,1945.0,1,0,1,56,2.5
flat,107,5680.0,2,2,2,11.0,Relatively New,543.0,0,0,0,29,0.28
flat,69,8756.0,4,4,2,6.0,Relatively New,1819.0,0,0,0,108,1.76
flat,83,9474.0,3,3,3+,9.0,Relatively New,1719.0,0,0,0,55,1.8
flat,65,16061.0,3,3,3,5.0,Relatively New,1650.0,1,0,0,37,2.65
flat,78,5391.0,2,2,2,11.0,Moderately Old,1422.0,0,0,0,60,0.69
flat,104,7937.0,4,4,3+,14.0,New Property,2851.0,1,0,0,21,2.5
flat,113,12012.0,3,3,2,24.0,Under Construction,1507.0,0,0,0,47,2.0
flat,37,6111.0,3,3,3,6.0,Relatively New,1700.0,0,0,0,149,1.1
flat,89,9979.0,3,3,2,3.0,New Property,1581.0,0,0,0,15,1.42
flat,79,8998.0,2,2,3,3.0,New Property,1747.0,0,0,0,104,1.41
flat,89,10498.0,3,2,3,1.0,New Property,998.0,0,0,0,49,1.16
flat,102,10259.0,3,3,3+,15.0,New Property,1700.0,0,0,0,174,1.9
house,45,30864.0,6,6,3+,4.0,Moderately Old,3240.0,1,1,1,70,10.0
flat,103,8433.0,2,2,3,3.0,Moderately Old,1288.0,0,0,0,26,1.2
house,33,19293.0,6,7,3+,2.0,Relatively New,4950.0,1,1,1,126,9.55
flat,86,8583.0,2,2,1,6.0,New Property,557.0,0,0,0,92,0.43
flat,37,7987.0,4,4,3,7.0,Relatively New,2100.0,0,0,1,120,1.75
house,4,14667.0,3,3,2,1.0,Old Property,2250.0,0,0,0,34,3.3
flat,109,12879.0,3,3,3,22.0,Relatively New,1550.0,0,0,0,103,1.7
flat,109,6405.0,3,3,2,8.0,Relatively New,2303.0,1,0,0,159,1.63
flat,112,11428.0,3,5,2,3.0,Relatively New,2800.0,1,0,0,72,3.65
house,7,16892.0,5,3,0,2.0,Old Property,148.0,0,0,0,0,2.25
flat,83,6268.0,3,3,2,8.0,Relatively New,1588.0,0,1,1,174,1.1
flat,91,7759.0,3,3,3+,0.0,Relatively New,2578.0,0,0,2,45,1.8
flat,61,13913.0,2,2,2,3.0,Under Construction,1278.0,0,0,0,37,1.6
house,12,9444.0,3,3,0,1.0,Old Property,200.0,0,0,0,0,1.7
flat,12,5500.0,3,4,2,2.0,Old Property,2000.0,1,0,0,0,1.15
house,23,16569.0,3,2,0,1.0,Old Property,3078.0,0,0,0,27,5.1
flat,85,13319.0,2,2,3,16.0,Relatively New,1300.0,0,1,0,81,1.22
house,5,6410.0,2,2,0,1.0,Relatively New,130.0,0,0,0,0,0.75
flat,108,4854.0,2,2,2,0.0,Relatively New,2060.0,0,0,0,0,1.0
flat,81,8451.0,2,2,1,7.0,Relatively New,613.0,0,0,1,70,0.48
flat,2,5556.0,3,2,3,8.0,Moderately Old,1440.0,0,0,0,0,0.8
house,48,21368.0,7,7,3,2.0,Moderately Old,2340.0,0,0,1,40,5.0
house,7,11494.0,7,7,0,3.0,Old Property,2610.0,0,0,0,0,3.0
flat,90,7901.0,4,4,3+,3.0,Relatively New,2005.0,0,0,0,6,1.75
flat,107,5857.0,2,2,3+,7.0,Relatively New,1236.0,0,0,1,165,0.8
house,43,26973.0,1,1,0,1.0,Old Property,1242.0,0,0,0,9,3.35
house,2,6481.0,2,2,0,1.0,New Property,600.0,0,0,0,0,0.35
house,24,2984.0,3,3,1,2.0,Old Property,540.0,0,0,0,9,1.45
flat,69,10563.0,3,3,3,14.0,Under Construction,1893.0,0,0,0,49,1.8
flat,81,9524.0,4,5,3+,15.0,Relatively New,3801.0,1,0,1,127,4.0
house,4,17012.0,4,4,3,2.0,Old Property,160.0,0,0,1,15,2.3
flat,43,25000.0,4,4,2,1.0,Under Construction,2667.0,1,0,1,49,6.0
flat,85,5026.0,4,6,3,6.0,Relatively New,3890.0,1,0,0,174,1.91
flat,85,7317.0,2,2,3,12.0,Relatively New,1484.0,0,0,1,157,1.2
flat,65,12545.0,3,3,3,10.0,Relatively New,1081.0,1,0,1,124,1.75
flat,90,6812.0,2,2,1,0.0,New Property,767.0,0,0,0,49,0.47
flat,112,11742.0,3,3,3+,2.0,Relatively New,2226.0,1,0,1,152,3.29
flat,7,5000.0,2,2,1,4.0,Relatively New,1000.0,0,0,0,28,0.45
flat,37,3784.0,2,2,1,7.0,Relatively New,850.0,0,0,1,158,0.35
flat,24,18571.0,4,5,3+,3.0,New Property,3889.0,1,0,2,42,6.5
flat,85,6524.0,2,2,3,21.0,Relatively New,1484.0,0,0,0,67,1.07
flat,6,4339.0,1,1,0,2.0,Relatively New,484.0,0,0,0,0,0.21
flat,108,8344.0,3,3,3+,7.0,Relatively New,1661.0,0,0,0,150,1.3
flat,82,8754.0,3,3,3,11.0,Relatively New,2000.0,1,0,1,145,1.37
house,82,20062.0,4,3,0,2.0,Relatively New,3240.0,0,0,0,0,6.5
flat,92,7107.0,2,2,1,4.0,Relatively New,657.0,0,0,1,42,0.42
flat,90,7151.0,3,3,3+,7.0,Relatively New,1700.0,0,0,0,141,1.3
flat,67,6435.0,3,3,3+,2.0,Moderately Old,1406.0,0,0,0,9,1.0
flat,63,14776.0,2,2,2,2.0,Under Construction,1167.0,0,0,0,0,1.55
flat,102,8395.0,3,4,3+,8.0,Relatively New,1750.0,1,0,1,174,1.7
flat,85,7229.0,4,4,3+,3.0,Relatively New,2225.0,0,0,0,49,2.03
flat,85,6687.0,3,4,3,6.0,Moderately Old,1467.0,1,0,2,65,1.1
flat,99,5787.0,2,2,2,11.0,New Property,502.0,0,0,0,66,0.32
flat,22,14420.0,2,2,2,9.0,New Property,1285.0,1,0,0,20,1.99
flat,30,11154.0,3,2,2,2.0,Old Property,1300.0,0,0,2,75,1.45
flat,102,8485.0,3,3,3,4.0,Relatively New,1493.0,1,0,1,83,1.4
flat,85,6579.0,4,5,3+,1.0,Relatively New,2545.0,1,1,0,106,2.0
flat,103,5625.0,3,4,3+,9.0,New Property,1734.0,1,0,0,49,1.12
house,43,19298.0,8,7,3+,3.0,Moderately Old,2850.0,1,0,1,123,5.5
house,25,31686.0,9,9,3+,4.0,Relatively New,2300.0,1,0,1,160,7.5
flat,88,7200.0,2,2,1,3.0,New Property,694.0,0,0,0,14,0.45
house,49,25562.0,2,6,3+,3.0,Moderately Old,1467.0,0,0,1,26,3.75
flat,53,24490.0,3,4,3+,6.0,Moderately Old,2217.0,1,0,1,26,6.0
flat,107,5726.0,2,2,2,10.0,Relatively New,543.0,0,0,0,38,0.28
flat,102,9091.0,3,3,3,7.0,Relatively New,1315.0,0,0,1,174,1.5
flat,78,6100.0,2,2,3,14.0,Under Construction,1467.0,0,0,0,39,0.99
house,26,33201.0,5,6,3+,3.0,Moderately Old,4518.0,1,1,1,78,15.0
flat,61,14526.0,3,3,2,3.0,Under Construction,1721.0,0,0,0,0,2.25
flat,95,3158.0,2,2,1,11.0,New Property,950.0,0,0,0,0,0.3
flat,71,7081.0,2,2,2,6.0,Moderately Old,1086.0,0,0,0,0,0.82
flat,49,19333.0,1,1,1,2.0,Relatively New,500.0,0,0,0,22,0.87
house,33,23336.0,5,7,3+,2.0,Under Construction,4071.0,1,1,0,57,9.5
flat,95,5464.0,1,1,1,10.0,Relatively New,407.0,0,0,0,82,0.2
flat,112,10726.0,4,6,3+,15.0,Relatively New,3655.0,1,0,1,174,5.2
flat,2,5737.0,2,2,3,8.0,Relatively New,1404.0,0,0,0,153,0.72
flat,71,8429.0,2,2,1,6.0,Moderately Old,639.0,0,0,0,67,0.59
flat,2,8629.0,1,2,2,7.0,Moderately Old,723.0,0,0,0,92,0.56
flat,56,8333.0,4,4,3,8.0,Relatively New,2253.0,0,0,1,49,2.0
flat,111,7097.0,3,4,3+,14.0,Under Construction,2104.0,1,0,0,8,1.65
flat,4,4707.0,2,2,1,0.0,Relatively New,944.0,0,0,0,46,0.45
house,48,5583.0,6,5,3+,3.0,Moderately Old,6000.0,0,0,0,53,3.35
house,3,7923.0,1,1,1,1.0,Relatively New,480.0,0,0,0,0,0.37
flat,108,15196.0,3,3,2,8.0,Relatively New,1711.0,0,0,0,99,2.6
flat,28,8887.0,2,1,1,1.0,Old Property,1188.0,0,0,0,59,0.95
flat,69,6849.0,2,2,2,4.0,Under Construction,991.0,0,0,0,0,0.75
flat,104,8668.0,2,2,3,16.0,Under Construction,1148.0,0,0,0,88,1.1
house,82,6598.0,4,4,3+,16.0,Moderately Old,2425.0,1,0,0,94,1.6
house,17,18814.0,4,4,2,2.0,Old Property,4518.0,1,0,1,21,8.5
flat,33,8768.0,3,3,0,2.0,Under Construction,1996.0,0,0,0,56,1.75
flat,102,9874.0,2,2,2,0.0,Relatively New,1100.0,0,0,0,79,1.25
flat,79,8970.0,3,3,2,7.0,Relatively New,1362.0,0,0,0,118,1.35
flat,107,6227.0,3,3,3,7.0,Moderately Old,1713.0,0,0,1,126,1.21
flat,99,6626.0,3,5,3,2.0,Relatively New,1750.0,1,0,0,49,1.08
flat,2,4976.0,2,2,3+,12.0,Relatively New,1131.0,0,0,0,152,0.72
flat,37,5455.0,3,4,3,9.0,Relatively New,1660.0,1,0,0,49,0.99
flat,48,9335.0,4,5,3+,14.0,Moderately Old,4120.0,0,0,1,81,4.25
flat,79,8532.0,2,2,3,7.0,Relatively New,1252.0,0,0,0,158,1.18
flat,81,7175.0,3,3,3,1.0,Moderately Old,1982.0,1,0,1,49,1.28
flat,68,8835.0,2,2,3,11.0,New Property,1127.0,0,0,0,95,1.1
flat,43,14615.0,3,3,2,11.0,Old Property,1294.0,0,0,1,79,2.09
flat,35,5778.0,2,2,3,9.0,Under Construction,1222.0,0,0,0,72,0.78
flat,69,8413.0,3,3,1,12.0,Relatively New,1419.0,0,0,0,86,1.32
flat,25,13765.0,4,4,3,1.0,Old Property,2744.0,1,0,0,26,3.4
flat,37,5500.0,3,3,1,10.0,New Property,1643.0,1,0,0,49,0.99
flat,49,11836.0,5,6,3+,14.0,Relatively New,3219.0,1,0,0,35,4.21
house,26,39841.0,5,4,3+,4.0,Moderately Old,4518.0,1,1,1,113,18.0
flat,68,9016.0,2,2,3,13.0,New Property,1244.0,0,0,0,106,1.1
house,50,40611.0,6,5,3,4.0,Moderately Old,3078.0,1,0,1,23,12.5
flat,83,5597.0,3,3,3,10.0,New Property,1162.0,0,0,1,49,0.75
flat,112,10417.0,4,5,3,11.0,Relatively New,4800.0,0,0,0,55,6.5
flat,82,10714.0,3,3,3+,29.0,Relatively New,2333.0,1,0,2,72,2.25
flat,102,10237.0,3,4,3+,9.0,Moderately Old,1945.0,1,0,0,125,2.2
house,26,32963.0,4,4,3+,2.0,Old Property,2700.0,1,1,0,82,8.9
house,43,27390.0,3,9,3+,3.0,Moderately Old,1935.0,1,0,1,71,5.3
flat,83,9474.0,3,4,0,9.0,Relatively New,1900.0,0,0,0,55,1.8
house,7,11194.0,2,4,2,3.0,Old Property,1072.0,0,0,0,0,1.2
flat,56,6889.0,3,3,3+,5.0,Moderately Old,1900.0,1,0,1,92,1.55
flat,36,7908.0,2,1,2,3.0,New Property,913.0,0,0,0,87,0.65
flat,90,7066.0,3,3,3+,9.0,Relatively New,1600.0,0,0,0,72,1.24
flat,68,8163.0,2,2,2,16.0,New Property,1361.0,1,0,0,65,1.0
flat,68,8611.0,2,2,2,11.0,New Property,1200.0,0,0,0,0,0.93
flat,51,6826.0,5,6,3+,11.0,Moderately Old,5200.0,1,1,1,157,3.55
flat,104,7893.0,3,3,3,8.0,New Property,1490.0,0,0,0,103,1.3
flat,110,10882.0,4,5,3,7.0,Relatively New,3077.0,1,0,0,156,3.7
house,48,22184.0,4,4,2,2.0,Moderately Old,2592.0,1,0,0,30,5.75
flat,2,7500.0,5,6,3+,23.0,Relatively New,10000.0,1,0,0,49,7.5
flat,104,5833.0,3,4,3+,7.0,Relatively New,2000.0,1,0,1,96,1.05
house,60,28200.0,9,12,3+,3.0,Relatively New,6390.0,1,0,1,146,18.02
flat,66,14796.0,2,2,3,3.0,Relatively New,1082.0,0,0,0,92,1.45
flat,83,9211.0,3,3,3,6.0,Relatively New,1549.0,1,0,1,105,1.75
house,31,24155.0,4,3,3,2.0,Moderately Old,1449.0,0,1,1,81,3.5
flat,103,6667.0,2,2,0,10.0,Relatively New,750.0,0,0,0,0,0.5
flat,103,7882.0,3,3,3+,12.0,Relatively New,1725.0,1,1,1,38,1.34
house,109,27333.0,5,5,3+,3.0,Relatively New,2250.0,1,1,1,130,6.15
flat,92,7812.0,3,3,3,3.0,Relatively New,1738.0,0,0,0,49,1.5
flat,2,3973.0,2,2,1,4.0,Relatively New,743.0,0,0,0,0,0.29
flat,67,13930.0,4,4,3+,0.0,Relatively New,3200.0,1,1,1,165,4.75
flat,69,8458.0,4,4,2,1.0,Relatively New,1819.0,0,0,0,126,1.7
house,33,20202.0,5,6,3,4.0,New Property,4950.0,1,0,0,26,10.0
flat,99,4658.0,2,2,1,7.0,Relatively New,601.0,0,0,0,44,0.32
flat,83,5983.0,3,3,2,14.0,Relatively New,1588.0,1,1,1,174,1.05
house,17,20566.0,2,6,3+,3.0,Relatively New,1449.0,0,0,0,78,2.98
flat,92,7614.0,2,2,1,10.0,New Property,646.0,0,0,1,20,0.45
flat,53,14679.0,3,4,3+,12.0,New Property,2895.0,0,0,0,69,4.8
house,66,37037.0,4,4,3+,3.0,Relatively New,3240.0,1,1,1,160,12.0
flat,82,8121.0,3,3,3,5.0,Moderately Old,1234.0,0,0,1,120,0.86
flat,95,5660.0,2,2,2,10.0,New Property,717.0,0,0,0,75,0.36
house,23,11600.0,4,4,3,2.0,Relatively New,2500.0,1,0,1,43,2.9
flat,54,21361.0,4,6,3+,11.0,Moderately Old,2455.0,1,0,1,119,6.75
