property_type,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_score,price
flat,36,9000.0,1,1,1,9.0,Relatively New,452.0,0,0,0,0,0.45
flat,50,11358.0,3,3,3,8.0,Moderately Old,1900.0,0,0,1,49,2.35
flat,48,7764.0,3,3,0,15.0,Relatively New,1923.0,1,0,0,74,2.0
flat,2,8278.0,4,4,3+,9.0,Old Property,2013.0,1,0,0,135,1.5
flat,113,18500.0,3,2,2,10.0,Relatively New,1285.0,0,0,1,174,1.9
flat,107,8221.0,2,2,1,8.0,Relatively New,598.0,0,0,2,49,0.49
flat,2,10140.0,3,3,3,4.0,Under Construction,1430.0,0,0,0,49,1.45
flat,69,8888.0,3,3,2,1.0,Relatively New,1305.0,0,0,0,86,1.43
flat,79,9396.0,3,3,3,2.0,New Property,1656.0,0,0,1,112,1.4
flat,2,9052.0,4,5,3+,2.0,New Property,5249.0,1,0,0,49,5.25
flat,69,9453.0,4,4,2,0.0,Relatively New,1819.0,0,0,0,49,1.9
flat,104,7642.0,3,4,3+,12.0,Relatively New,2036.0,1,0,1,21,1.75
house,33,9350.0,2,2,3,2.0,Relatively New,1400.0,0,0,1,71,1.15
flat,37,5583.0,2,2,2,3.0,Relatively New,1086.0,0,0,0,23,0.67
flat,95,5602.0,1,1,1,2.0,Relatively New,407.0,0,0,0,53,0.2
flat,69,10072.0,3,3,2,0.0,Relatively New,1510.0,0,0,0,157,1.68
house,25,35000.0,4,4,3+,2.0,Old Property,1800.0,1,1,0,89,6.3
flat,69,6000.0,3,2,3+,1.0,Relatively New,1326.0,0,0,1,149,0.9
flat,5,5394.0,2,2,1,2.0,Relatively New,535.0,0,0,0,37,0.26
flat,67,9265.0,3,3,2,3.0,New Property,1346.0,0,1,1,142,1.6
flat,111,14551.0,3,3,3+,5.0,Under Construction,1615.0,0,0,0,0,2.35
flat,109,6744.0,3,4,3+,4.0,Relatively New,1797.0,1,0,0,71,1.45
house,4,16319.0,4,4,2,2.0,Old Property,1440.0,0,0,0,43,2.35
flat,89,8433.0,3,3,2,3.0,New Property,1423.0,0,0,0,37,1.2
house,45,35003.0,6,7,3+,3.0,Relatively New,4500.0,1,1,1,105,16.0
flat,99,6667.0,2,1,0,12.0,New Property,500.0,0,0,0,0,0.3
flat,83,4545.0,3,3,1,6.0,Relatively New,2588.0,0,0,1,79,1.3
flat,99,4444.0,2,2,2,9.0,New Property,733.0,0,0,0,60,0.4
flat,112,4673.0,2,2,2,4.0,Relatively New,1498.0,0,0,0,65,0.7
house,3,7333.0,1,1,0,1.0,Moderately Old,750.0,0,0,0,0,0.55
house,7,13889.0,2,2,2,2.0,Old Property,1440.0,0,0,0,22,2.0
house,4,11852.0,2,3,1,2.0,Moderately Old,675.0,0,0,0,0,0.8
flat,2,4000.0,1,1,1,1.0,Moderately Old,556.0,0,0,0,0,0.2
house,109,9634.0,4,5,3,2.0,Moderately Old,6228.0,0,0,0,76,6.0
flat,85,5954.0,3,3,1,1.0,Relatively New,1344.0,0,0,0,65,0.88
flat,102,13685.0,3,3,3,7.0,Relatively New,1315.0,1,0,0,67,1.4
flat,108,13267.0,3,4,2,19.0,New Property,2525.0,0,0,0,102,3.35
flat,102,10227.0,3,3,3,1.0,Relatively New,1531.0,0,0,0,100,1.76
flat,99,6789.0,2,2,2,3.0,New Property,1133.0,0,0,0,43,0.85
flat,4,5600.0,2,2,1,3.0,Relatively New,833.0,0,0,1,26,0.42
house,7,13889.0,2,2,2,1.0,Moderately Old,1080.0,0,0,1,52,1.55
flat,86,5735.0,2,2,1,8.0,New Property,1231.0,0,0,0,67,0.78
flat,33,8627.0,2,2,2,4.0,Under Construction,1275.0,0,0,0,0,1.1
flat,69,8999.0,3,3,2,8.0,Relatively New,1428.0,0,0,1,94,1.42
flat,108,4651.0,2,2,2,12.0,Moderately Old,1362.0,0,0,0,72,0.7
flat,38,11939.0,4,4,3+,10.0,Old Property,1954.0,0,0,2,22,2.1
house,50,34722.0,3,3,2,2.0,Moderately Old,2160.0,1,0,1,66,7.5
flat,92,4750.0,4,3,2,17.0,New Property,1983.0,0,0,0,7,0.95
flat,33,7509.0,4,4,3+,17.0,Old Property,4809.0,1,0,1,130,3.25
flat,56,7727.0,3,3,3,4.0,Moderately Old,2200.0,0,0,0,49,1.7
flat,88,10162.0,2,2,3,15.0,Relatively New,1387.0,0,0,1,174,1.19
house,23,6231.0,3,2,2,3.0,New Property,1500.0,0,0,1,79,1.2
flat,102,10378.0,2,2,2,11.0,New Property,1166.0,0,0,1,49,1.4
flat,48,9910.0,3,3,3+,9.0,Moderately Old,1576.0,1,0,1,158,1.76
flat,86,9797.0,3,2,3,8.0,Relatively New,1480.0,0,0,2,72,1.45
flat,69,8855.0,3,3,2,9.0,Relatively New,1428.0,0,0,0,120,1.4
flat,62,16486.0,4,5,3+,7.0,Relatively New,3925.0,1,1,1,158,7.15
flat,67,11574.0,4,4,3+,0.0,Relatively New,2250.0,1,0,1,128,2.72
flat,93,7353.0,2,2,2,11.0,New Property,604.0,0,0,0,37,0.4
flat,70,7586.0,2,2,3+,8.0,New Property,1312.0,0,0,0,60,1.1
flat,70,10276.0,2,2,3+,17.0,New Property,1180.0,0,0,1,110,1.34
flat,2,6177.0,2,2,3+,8.0,Under Construction,1050.0,0,0,0,72,0.95
house,48,22222.0,5,6,3,2.0,Moderately Old,8775.0,1,1,1,110,19.5
flat,112,11530.0,4,6,3+,15.0,Moderately Old,3662.0,1,0,1,157,5.6
flat,91,5411.0,2,2,3+,8.0,Moderately Old,1271.0,0,0,0,85,0.96
flat,81,11185.0,3,4,3+,14.0,Relatively New,1760.0,1,0,2,174,2.34
flat,43,10156.0,4,4,3+,12.0,Moderately Old,3115.0,0,0,1,119,3.25
flat,77,8621.0,3,4,3,3.0,Relatively New,1310.0,1,0,0,49,1.25
flat,61,12250.0,2,2,2,2.0,Under Construction,1333.0,0,0,0,76,1.47
house,36,6938.0,3,1,0,1.0,New Property,1081.0,0,0,0,0,0.75
house,28,32407.0,5,6,3+,3.0,New Property,3240.0,1,0,1,153,10.5
flat,2,6262.0,2,2,3,14.0,Moderately Old,1416.0,0,0,0,92,0.98
flat,69,10134.0,3,3,2,0.0,Relatively New,1482.0,0,0,0,157,1.66
flat,56,10656.0,1,1,1,1.0,Old Property,475.0,0,0,0,34,0.52
flat,2,5181.0,2,2,3,12.0,Relatively New,978.0,0,0,0,49,0.66
house,12,4118.0,4,4,1,2.0,Moderately Old,1700.0,0,0,0,0,0.7
house,2,19231.0,5,5,2,2.0,Old Property,4680.0,1,1,2,110,9.0
flat,85,10453.0,2,2,3+,2.0,Relatively New,1380.0,0,1,0,156,1.2
flat,36,9000.0,1,1,1,7.0,Relatively New,407.0,0,0,0,95,0.36
house,5,15556.0,6,5,2,3.0,Old Property,2250.0,1,0,2,155,3.5
flat,67,12145.0,3,4,3+,14.0,Moderately Old,1751.0,1,0,1,156,2.35
flat,70,7642.0,3,3,3,7.0,Relatively New,1788.0,1,0,0,49,1.51
flat,83,8947.0,2,2,2,18.0,Moderately Old,1100.0,0,0,1,119,0.85
flat,85,10606.0,2,2,1,15.0,Under Construction,97.0,0,0,0,45,1.05
flat,72,9620.0,3,3,3,10.0,Moderately Old,1787.0,1,0,1,31,1.9
house,25,34722.0,5,5,3,2.0,Moderately Old,1800.0,1,0,1,112,6.25
flat,89,16923.0,3,3,3,1.0,Under Construction,867.0,0,0,0,45,1.32
flat,106,6354.0,2,2,3+,1.0,Relatively New,940.0,0,0,0,49,0.88
flat,37,9868.0,3,2,3+,17.0,Relatively New,1376.0,0,0,0,42,1.5
flat,109,10029.0,3,3,3,10.0,Relatively New,1550.0,0,0,1,49,1.75
flat,37,6272.0,3,3,3,9.0,Relatively New,1435.0,0,0,0,66,0.9
flat,67,14656.0,3,3,3+,4.0,Relatively New,2047.0,0,1,1,174,3.0
flat,4,4308.0,2,2,2,12.0,New Property,588.0,0,0,0,0,0.28
flat,36,6813.0,2,2,3,3.0,New Property,913.0,0,0,0,111,0.56
house,12,19818.0,3,3,1,4.0,Moderately Old,1872.0,0,0,0,0,3.71
flat,113,12855.0,3,3,3+,10.0,New Property,2006.0,1,0,0,72,2.85
flat,37,8929.0,3,3,3,2.0,Relatively New,1563.0,0,0,0,49,1.25
flat,104,8734.0,3,4,3+,4.0,Relatively New,2072.0,1,0,0,60,2.0
flat,107,6494.0,2,2,2,8.0,Relatively New,608.0,0,0,0,45,0.35
flat,109,10263.0,3,4,3,9.0,Relatively New,1896.0,1,0,0,97,2.15
flat,77,8410.0,4,3,3,9.0,Relatively New,1765.0,1,0,0,102,1.64
house,4,7522.0,3,3,0,1.0,Moderately Old,1130.0,0,0,0,0,0.85
flat,47,10000.0,3,3,0,0.0,Moderately Old,2667.0,0,0,1,22,2.4
house,13,9091.0,4,5,2,2.0,Old Property,4950.0,0,0,0,0,4.5
flat,95,3152.0,2,2,2,6.0,Relatively New,1300.0,0,0,0,120,0.43
flat,102,13490.0,3,3,3,6.0,Relatively New,1315.0,1,0,1,128,1.38
house,25,34307.0,5,6,3+,3.0,Moderately Old,4518.0,1,1,0,144,15.5
flat,71,5745.0,4,4,3,8.0,Moderately Old,2127.0,1,0,0,26,1.35
flat,65,15190.0,4,4,3+,2.0,Relatively New,1975.0,1,0,0,87,3.0
flat,33,5776.0,2,2,2,19.0,Relatively New,616.0,0,0,1,21,0.32
flat,107,5490.0,2,2,3+,14.0,Relatively New,1201.0,0,0,0,174,0.75
flat,107,6569.0,2,2,1,9.0,Relatively New,496.0,0,0,0,28,0.36
flat,89,9066.0,2,2,2,2.0,New Property,1226.0,0,0,0,49,1.0
flat,33,5319.0,2,2,2,18.0,New Property,658.0,0,0,0,15,0.35
flat,48,13871.0,4,5,3+,4.0,New Property,3444.0,1,0,0,88,4.3
flat,67,9844.0,3,3,2,10.0,New Property,1346.0,1,0,1,44,1.7
flat,69,8843.0,3,3,1,12.0,Relatively New,1392.0,0,0,0,86,1.36
house,56,22222.0,6,6,3+,2.0,Moderately Old,1530.0,0,0,1,29,3.4
house,67,11905.0,4,4,0,3.0,Moderately Old,2800.0,0,0,0,0,3.0
house,43,39886.0,9,9,3+,4.0,Moderately Old,3510.0,1,0,0,7,14.0
flat,108,16859.0,3,5,2,15.0,New Property,2343.0,1,0,0,118,3.95
house,54,23457.0,4,4,0,1.0,Moderately Old,2430.0,0,0,0,46,5.7
flat,90,5684.0,4,4,3+,7.0,Moderately Old,2468.0,0,0,0,117,1.65
flat,2,7308.0,2,3,2,1.0,Old Property,1444.0,0,0,1,20,0.95
flat,90,6477.0,3,3,3+,6.0,Relatively New,1929.0,1,0,0,136,1.25
flat,110,9896.0,5,5,3,4.0,Relatively New,3466.0,1,0,0,125,3.79
house,110,12593.0,2,2,2,3.0,Moderately Old,270.0,0,0,0,22,0.34
house,24,32407.0,2,4,3,3.0,Old Property,1080.0,0,0,0,15,3.5
flat,102,9449.0,3,3,3,10.0,Relatively New,1465.0,1,0,0,49,1.75
house,70,7582.0,2,2,3+,3.0,New Property,1319.0,1,0,0,153,0.9
flat,61,13739.0,2,2,2,3.0,New Property,1278.0,0,0,0,15,1.58
flat,92,7812.0,3,3,1,0.0,Relatively New,579.0,0,0,0,0,0.5
house,48,23504.0,4,4,2,2.0,Relatively New,2340.0,1,0,1,22,5.5
flat,111,8889.0,1,1,1,10.0,Relatively New,450.0,0,0,0,44,0.36
flat,69,9583.0,4,4,2,0.0,Relatively New,1889.0,0,0,0,157,2.0
house,67,22222.0,6,7,3+,3.0,Moderately Old,3600.0,1,1,1,151,8.0
flat,47,10699.0,3,4,2,1.0,Old Property,2544.0,0,0,1,42,2.45
flat,69,9951.0,4,4,2,0.0,Relatively New,1889.0,0,0,0,157,2.05
flat,104,6846.0,4,5,3+,27.0,Relatively New,7222.0,0,0,0,110,4.45
flat,102,10380.0,2,2,3,14.0,Relatively New,1368.0,0,0,0,0,1.42
flat,113,10825.0,3,4,3+,5.0,Relatively New,1940.0,1,0,0,49,2.4
house,21,6173.0,3,3,2,3.0,Old Property,972.0,0,0,0,0,0.6
house,26,37627.0,5,5,3+,2.0,Relatively New,4518.0,1,1,1,124,17.0
flat,108,14611.0,3,3,2,19.0,New Property,1480.0,0,0,0,166,2.5
flat,52,9146.0,4,4,3,3.0,Old Property,1484.0,0,0,0,65,1.5
flat,78,5285.0,3,3,3,9.0,Moderately Old,1969.0,1,0,0,22,1.15
flat,107,5833.0,2,2,2,0.0,Relatively New,543.0,0,0,0,45,0.28
flat,36,11333.0,3,2,3,1.0,New Property,833.0,0,0,0,33,0.85
flat,81,12357.0,4,4,3+,25.0,Moderately Old,2527.0,1,0,0,67,3.45
flat,72,13077.0,4,4,3+,0.0,Relatively New,2941.0,1,0,1,174,4.25
flat,89,8433.0,3,3,2,2.0,New Property,1423.0,0,0,0,45,1.2
flat,103,6250.0,2,2,2,10.0,Relatively New,698.0,0,0,0,8,0.5
flat,88,8367.0,2,2,3+,9.0,Relatively New,133.0,0,0,2,85,1.45
flat,66,14359.0,3,3,2,12.0,New Property,1950.0,1,0,2,69,2.8
house,23,17983.0,5,5,3+,2.0,Old Property,1557.0,0,0,1,74,2.8
house,109,10838.0,4,4,3+,2.0,New Property,6228.0,1,0,0,130,6.75
house,7,8519.0,5,3,2,2.0,Old Property,1350.0,0,0,0,15,1.15
flat,95,8755.0,2,2,2,14.0,New Property,571.0,0,0,0,24,0.45
flat,91,7403.0,4,4,3+,9.0,Relatively New,2139.0,1,0,0,88,1.75
flat,83,6162.0,3,3,3+,5.0,Relatively New,1600.0,0,0,1,96,1.1
flat,68,8504.0,4,4,3,2.0,New Property,1809.0,0,0,0,47,1.7
flat,108,4522.0,2,2,3,1.0,Moderately Old,1720.0,0,0,1,0,0.7
flat,2,7869.0,3,4,3+,7.0,Moderately Old,1738.0,1,0,1,84,1.51
flat,86,7321.0,2,2,2,6.0,Relatively New,668.0,0,0,1,63,0.44
flat,102,8468.0,3,3,3,14.0,Relatively New,2351.0,1,0,1,165,2.35
flat,104,7530.0,4,5,3+,1.0,New Property,2582.0,1,0,0,60,1.75
flat,69,8883.0,4,4,1,12.0,Relatively New,1783.0,0,0,0,86,1.75
flat,92,4545.0,2,2,3,11.0,Under Construction,1195.0,0,0,0,23,0.6
flat,56,7225.0,3,3,3,5.0,Moderately Old,1910.0,0,0,1,134,1.38
flat,90,4615.0,3,4,3,4.0,Relatively New,1765.0,1,0,0,165,0.9
house,26,35178.0,4,4,3,3.0,Old Property,1265.0,0,0,0,25,4.45
house,31,22429.0,4,4,3+,3.0,Moderately Old,1449.0,1,1,1,29,3.25
flat,79,7643.0,2,2,1,4.0,New Property,546.0,0,0,0,60,0.36
flat,54,23333.0,4,6,3+,12.0,Moderately Old,2715.0,1,1,1,108,7.0
flat,83,9675.0,3,3,3,11.0,Relatively New,1582.0,1,0,2,58,1.4
flat,50,11228.0,3,3,3,8.0,Moderately Old,2000.0,0,1,1,149,2.35
flat,85,10925.0,4,5,3+,6.0,Relatively New,2366.0,1,0,0,156,2.15
flat,108,14728.0,3,4,2,12.0,Relatively New,2003.0,0,0,0,49,2.95
flat,3,10407.0,2,2,2,14.0,Under Construction,956.0,0,0,0,60,1.1
house,47,29312.0,3,4,2,2.0,Moderately Old,1467.0,0,0,0,0,4.3
flat,78,5000.0,4,4,3,2.0,Relatively New,2300.0,1,0,0,57,1.25
flat,78,10017.0,1,2,2,32.0,Under Construction,823.0,0,0,0,39,1.2
house,105,49500.0,2,2,2,3.0,Moderately Old,2000.0,0,0,0,0,9.9
flat,113,16750.0,3,4,3+,12.0,New Property,2200.0,1,0,0,174,3.35
flat,70,9351.0,3,3,3,3.0,Relatively New,1925.0,0,0,0,135,1.8
house,50,32870.0,5,4,3,2.0,Moderately Old,2160.0,0,1,1,110,7.1
flat,79,5521.0,2,2,0,9.0,Under Construction,1295.0,0,0,0,0,0.71
flat,84,7400.0,3,3,2,1.0,New Property,1624.0,1,1,1,139,1.48
flat,70,6702.0,3,3,3,18.0,Under Construction,1688.0,0,0,0,51,1.25
flat,67,11904.0,3,3,3+,16.0,Relatively New,2095.0,1,0,1,174,2.87
flat,61,13497.0,3,3,2,3.0,Under Construction,1811.0,0,0,0,16,2.2
flat,109,10645.0,3,3,3,19.0,Relatively New,1650.0,0,1,1,159,1.65
flat,83,8140.0,3,3,3,2.0,Relatively New,1387.0,1,1,1,174,1.4
flat,77,6341.0,3,3,3,10.0,Relatively New,1735.0,0,0,0,28,1.4
house,43,29974.0,6,6,3,2.0,Relatively New,1935.0,1,0,1,49,5.8
flat,113,11823.0,3,3,3,9.0,New Property,2281.0,0,0,0,49,3.21
house,3,10000.0,3,4,3,3.0,Moderately Old,3500.0,0,0,1,42,0.9
house,72,13492.0,5,6,3+,10.0,Relatively New,6300.0,1,1,1,145,8.5
flat,83,8547.0,1,1,1,6.0,Relatively New,520.0,0,0,2,52,0.4
flat,67,12236.0,3,3,3,10.0,Relatively New,2150.0,1,0,1,174,2.95
flat,95,4327.0,4,3,3,9.0,Relatively New,2824.0,1,0,0,22,1.1
flat,37,4724.0,3,3,3,3.0,Under Construction,1629.0,0,0,0,51,1.0
flat,82,5924.0,2,2,2,11.0,Relatively New,1299.0,0,0,1,90,1.0
flat,1,4023.0,3,3,3+,8.0,Moderately Old,1924.0,1,0,0,5,0.92
flat,95,4592.0,2,2,1,2.0,Relatively New,887.0,0,0,0,89,0.45
flat,90,4854.0,4,5,2,8.0,Relatively New,2330.0,1,0,0,165,1.25
flat,65,14242.0,3,3,3,2.0,Relatively New,1493.0,1,0,1,168,2.35
flat,69,9103.0,3,3,1,12.0,Relatively New,1392.0,0,0,1,157,1.4
flat,95,5556.0,2,2,3,15.0,New Property,990.0,0,0,0,0,0.55
house,105,7400.0,3,3,0,2.0,Moderately Old,1000.0,0,0,0,0,0.74
flat,54,35223.0,4,6,3,7.0,Relatively New,2826.0,1,0,2,125,11.0
house,39,21871.0,1,1,2,3.0,Relatively New,800.0,0,0,0,0,1.8
flat,92,5128.0,4,3,2,1.0,Relatively New,2167.0,0,0,0,49,1.0
flat,90,5000.0,2,2,2,12.0,Old Property,1176.0,0,0,0,103,0.65
flat,79,8270.0,2,2,3,3.0,New Property,1423.0,0,0,0,49,1.3
flat,110,10265.0,4,5,3,7.0,Relatively New,3077.0,1,0,0,165,3.49
house,49,32328.0,4,4,3,3.0,Relatively New,2088.0,1,0,1,26,6.75
flat,102,11475.0,2,2,2,0.0,Under Construction,1017.0,0,0,0,49,1.05
flat,28,13697.0,3,3,2,19.0,Old Property,1700.0,1,0,0,158,2.26
flat,56,8333.0,1,1,2,3.0,Old Property,667.0,0,0,0,0,0.5
flat,61,15497.0,3,3,3,2.0,Under Construction,1639.0,0,1,0,16,2.54
flat,79,8475.0,3,4,3+,9.0,Relatively New,1963.0,1,0,0,108,2.0
flat,90,6333.0,3,3,3,9.0,Relatively New,1667.0,1,0,0,90,0.95
flat,79,7147.0,2,2,3,6.0,Relatively New,1325.0,0,0,0,49,1.12
flat,2,7138.0,2,2,3,0.0,Moderately Old,1281.0,0,0,0,92,1.01
flat,104,9388.0,3,4,3+,10.0,Moderately Old,2217.0,1,0,0,101,2.3
flat,50,12272.0,4,3,3,5.0,Moderately Old,3982.0,1,0,0,31,6.0
house,66,37037.0,5,5,3+,3.0,New Property,3240.0,1,1,1,106,12.0
flat,92,4855.0,4,5,3+,14.0,Moderately Old,1895.0,0,0,1,131,0.92
flat,113,14143.0,4,4,3+,34.0,Under Construction,2553.0,1,0,0,115,3.25
flat,90,7946.0,4,4,3+,8.0,Relatively New,2020.0,0,0,1,135,1.76
flat,69,8706.0,4,4,2,10.0,Relatively New,1819.0,0,0,1,109,1.75
house,43,27132.0,4,4,2,2.0,Old Property,1935.0,1,0,1,80,5.25
house,43,2885.0,7,7,3,4.0,Relatively New,963.0,0,0,2,20,2.5
flat,104,7030.0,2,2,1,14.0,Relatively New,515.0,0,0,0,38,0.4
flat,90,4615.0,3,4,3,4.0,Relatively New,1765.0,1,0,0,165,0.9
flat,102,10383.0,2,2,2,14.0,Relatively New,915.0,0,0,0,0,0.95
flat,70,8947.0,4,3,3,1.0,Relatively New,2111.0,0,0,1,49,1.7
house,4,10609.0,2,2,1,2.0,New Property,50.0,0,0,1,73,0.47
flat,106,6859.0,2,2,3+,2.0,Relatively New,940.0,0,0,0,49,0.95
flat,69,8908.0,3,3,1,12.0,Relatively New,1392.0,0,0,0,116,1.37
flat,33,6318.0,2,2,2,14.0,New Property,616.0,0,0,0,53,0.35
flat,82,13846.0,3,3,3+,10.0,Relatively New,1545.0,1,0,2,174,1.8
house,67,10000.0,5,5,3+,4.0,Relatively New,1350.0,0,0,0,0,1.35
flat,50,11992.0,3,3,3,11.0,Moderately Old,2093.0,0,1,1,109,2.51
flat,5,4207.0,2,2,1,1.0,Relatively New,570.0,0,0,2,36,0.22
flat,74,12141.0,3,3,3+,25.0,Relatively New,1800.0,0,0,0,137,2.45
flat,69,10909.0,2,3,0,0.0,Relatively New,1100.0,0,0,0,54,1.2
flat,86,7396.0,3,2,1,2.0,New Property,1529.0,0,0,0,100,1.25
house,46,2689.0,3,3,2,3.0,Old Property,909.0,0,1,1,56,2.2
flat,28,16609.0,2,2,2,11.0,New Property,1278.0,0,0,2,98,1.91
flat,2,6543.0,2,2,3+,6.0,New Property,1129.0,0,0,1,56,0.95
flat,89,7978.0,2,2,0,2.0,New Property,1103.0,0,0,0,45,0.88
house,48,24069.0,4,5,3,2.0,Moderately Old,3195.0,1,1,1,110,7.69
flat,78,5055.0,3,3,3+,9.0,Old Property,2176.0,1,0,0,80,1.1
house,13,11465.0,2,4,3,3.0,Moderately Old,785.0,1,0,0,0,0.9
flat,69,8413.0,3,3,1,12.0,Relatively New,1419.0,0,0,1,86,1.32
flat,70,9744.0,3,3,3,10.0,New Property,1765.0,1,1,0,36,1.9
flat,59,18519.0,3,4,3,3.0,Under Construction,2077.0,0,0,0,0,4.25
house,26,33333.0,5,5,3+,2.0,Old Property,1350.0,0,0,0,7,4.5
flat,32,6742.0,3,3,0,11.0,Relatively New,1780.0,0,0,0,66,1.2
flat,81,11190.0,3,4,3+,7.0,Relatively New,1900.0,1,0,2,104,2.2
house,49,20769.0,3,3,3,2.0,Moderately Old,2000.0,1,1,0,46,4.05
house,55,20026.0,5,4,3+,2.0,Moderately Old,1548.0,1,1,1,59,3.1
flat,74,13790.0,2,2,3+,18.0,Relatively New,1300.0,0,0,0,137,1.55
flat,89,7059.0,3,3,3,8.0,Relatively New,1923.0,1,0,0,105,1.5
house,4,13000.0,2,1,1,3.0,Moderately Old,500.0,0,0,0,7,0.65
flat,88,8108.0,3,3,3+,11.0,New Property,1674.0,0,0,0,39,1.5
flat,33,9910.0,2,2,3,9.0,Moderately Old,1100.0,0,0,1,44,1.1
house,109,26423.0,4,5,3+,2.0,Relatively New,2214.0,1,0,1,85,5.85
flat,82,6903.0,4,5,3+,1.0,Relatively New,2535.0,0,0,0,54,1.75
house,28,11583.0,2,2,1,3.0,Old Property,1450.0,0,1,0,37,1.39
flat,28,14612.0,4,5,3+,5.0,Moderately Old,3406.0,1,0,1,8,5.5
flat,66,17778.0,3,3,3,12.0,Relatively New,1800.0,1,1,1,117,3.2
flat,70,10309.0,3,2,2,3.0,Moderately Old,1078.0,0,0,0,58,1.0
house,47,26615.0,3,9,3+,3.0,Relatively New,1935.0,0,1,1,75,5.15
flat,81,8044.0,2,2,3,8.0,Relatively New,1223.0,0,0,1,95,0.88
flat,108,14478.0,3,4,2,11.0,Relatively New,2003.0,0,0,0,108,2.9
flat,92,4744.0,3,3,3,2.0,Relatively New,1415.0,0,0,1,49,0.75
house,56,29340.0,8,8,3+,0.0,Moderately Old,2471.0,0,0,1,24,7.25
house,13,4808.0,1,1,0,1.0,Old Property,936.0,0,0,0,0,0.45
flat,88,10019.0,3,2,3+,10.0,Relatively New,1463.0,0,0,2,49,1.62
house,50,35494.0,5,6,0,1.0,Moderately Old,3240.0,0,0,0,0,11.5
house,57,20833.0,4,4,2,2.0,Old Property,1728.0,1,1,0,110,3.6
house,46,24845.0,5,5,3+,3.0,Moderately Old,1449.0,1,0,1,75,3.6
flat,65,13499.0,2,2,3,8.0,New Property,1482.0,0,0,0,44,2.01
flat,92,6954.0,1,1,1,0.0,Relatively New,336.0,0,0,0,63,0.21
flat,60,15185.0,2,3,2,2.0,Relatively New,1520.0,0,1,1,174,2.05
flat,56,7500.0,1,1,2,3.0,Old Property,543.0,0,0,0,57,0.45
flat,37,5319.0,2,2,3,19.0,Moderately Old,1410.0,0,0,0,63,0.75
flat,65,18287.0,3,3,3,23.0,Moderately Old,3027.0,1,0,1,60,6.15
flat,89,8152.0,3,3,2,3.0,Under Construction,1581.0,0,0,0,68,1.16
flat,79,9046.0,3,4,3+,7.0,Relatively New,2031.0,1,0,0,118,2.03
flat,37,7186.0,3,3,3+,2.0,Relatively New,1845.0,1,0,0,49,1.43
flat,90,4907.0,3,4,3,4.0,Relatively New,1493.0,1,0,0,116,0.92
flat,49,10984.0,5,5,3+,14.0,Moderately Old,3724.0,1,0,0,49,4.52
flat,43,20388.0,4,4,3,9.0,Old Property,2570.0,1,0,0,135,5.25
flat,79,8725.0,3,3,3,19.0,Relatively New,1176.0,0,1,1,102,1.3
flat,63,11336.0,2,2,2,3.0,Under Construction,1372.0,0,0,0,0,1.4
house,6,11574.0,2,5,1,2.0,New Property,120.0,0,0,0,0,1.25
flat,108,15685.0,3,3,3,12.0,Relatively New,2072.0,0,0,0,99,3.25
flat,92,9074.0,3,2,3,1.0,Under Construction,1091.0,0,0,0,24,0.99
flat,79,9623.0,2,4,2,3.0,Relatively New,1223.0,0,0,0,53,1.3
house,46,23061.0,8,8,3+,3.0,Moderately Old,2385.0,0,0,1,32,5.5
house,17,15926.0,4,4,2,1.0,Old Property,4494.0,1,1,0,0,7.2
flat,90,7449.0,4,4,3+,15.0,Relatively New,2214.0,0,0,0,158,1.65
flat,37,5856.0,3,3,3,9.0,Moderately Old,1537.0,0,0,1,94,0.9
flat,108,13758.0,2,2,2,8.0,Relatively New,1250.0,0,0,0,85,1.9
house,23,13095.0,9,9,3+,3.0,Moderately Old,4200.0,1,0,1,0,5.5
flat,90,8117.0,3,3,3,8.0,Relatively New,1640.0,0,0,0,158,1.25
house,6,10519.0,2,4,1,3.0,Moderately Old,713.0,0,0,0,62,0.75
flat,22,11498.0,3,4,3+,2.0,New Property,2517.0,0,0,0,42,3.2
flat,107,7624.0,3,4,3+,2.0,Relatively New,1837.0,1,0,0,129,1.8
flat,67,9370.0,3,3,2,3.0,New Property,1551.0,0,1,1,150,1.8
house,82,21605.0,4,4,3+,1.0,Relatively New,3240.0,1,0,1,49,7.0
flat,107,8929.0,2,2,2,13.0,New Property,622.0,0,0,0,8,0.5
flat,82,13431.0,5,5,3+,14.0,Relatively New,2896.0,0,0,2,49,3.5
house,2,12500.0,6,4,0,3.0,Moderately Old,4000.0,0,0,0,0,5.0
flat,69,6863.0,3,2,2,12.0,Moderately Old,1473.0,0,0,0,43,0.91
house,2,16667.0,4,4,3+,2.0,Moderately Old,2400.0,1,0,0,0,4.0
flat,66,14615.0,3,3,3,11.0,Relatively New,1950.0,0,0,1,67,2.85
flat,81,7886.0,2,2,1,11.0,New Property,704.0,0,0,2,97,0.5
flat,77,10370.0,3,3,3,17.0,New Property,1833.0,1,0,0,8,2.1
house,7,11111.0,2,2,1,2.0,Relatively New,1800.0,0,0,0,0,2.0
flat,65,15999.0,3,5,3+,1.0,Relatively New,4271.0,1,0,2,49,6.15
flat,84,5041.0,3,3,3,2.0,Relatively New,1652.0,0,0,0,67,0.92
